udaj,kod,text,idob,budid
PSČ a adresní pošta,14000,Praha 4,1000164641,220645
Ulice,476722,V podluží,1000164641,220645
Číslo domovní,1632,číslo popisné,1000164641,220645
Číslo orientační,5,,1000164641,220645
Typ adresy,1,Hlavní adresa,1000164641,220645
Zadní vchod,0,ne,1000164641,220645
Identifikátor adresy RSO (IDADR),30007772432,,1000164641,220645
Identifikátor adresy ISEO (PČD),2472269,,1000164641,220645
Identifikátor adresy RÚIAN,21954356,,1000164641,220645
Okres,40924,Praha,1000153134,219642
Městský obvod Prahy,43,Praha 4,1000153134,219642
Obec,554782,Praha,1000153134,219642
Část obce,490156,Nusle,1000153134,219642
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153134,219642
PSČ a adresní pošta,14000,Praha 4,1000153134,219642
Ulice,462799,Nuselská,1000153134,219642
Číslo domovní,209,číslo popisné,1000153134,219642
Číslo orientační,48,,1000153134,219642
Typ adresy,1,Hlavní adresa,1000153134,219642
Zadní vchod,0,ne,1000153134,219642
Identifikátor adresy RSO (IDADR),30000505803,,1000153134,219642
Identifikátor adresy ISEO (PČD),2470871,,1000153134,219642
Identifikátor adresy RÚIAN,21942544,,1000153134,219642
Okres,40924,Praha,1000153142,219643
Městský obvod Prahy,43,Praha 4,1000153142,219643
Obec,554782,Praha,1000153142,219643
Část obce,490156,Nusle,1000153142,219643
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153142,219643
PSČ a adresní pošta,14000,Praha 4,1000153142,219643
Ulice,462799,Nuselská,1000153142,219643
Číslo domovní,210,číslo popisné,1000153142,219643
Číslo orientační,50,,1000153142,219643
Typ adresy,1,Hlavní adresa,1000153142,219643
Zadní vchod,0,ne,1000153142,219643
Identifikátor adresy RSO (IDADR),30000505811,,1000153142,219643
Identifikátor adresy ISEO (PČD),2470873,,1000153142,219643
Identifikátor adresy RÚIAN,21942552,,1000153142,219643
Okres,40924,Praha,1000153151,219644
Městský obvod Prahy,43,Praha 4,1000153151,219644
Obec,554782,Praha,1000153151,219644
Část obce,490156,Nusle,1000153151,219644
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153151,219644
PSČ a adresní pošta,14000,Praha 4,1000153151,219644
Ulice,462799,Nuselská,1000153151,219644
Číslo domovní,212,číslo popisné,1000153151,219644
Číslo orientační,46,,1000153151,219644
Typ adresy,1,Hlavní adresa,1000153151,219644
Zadní vchod,0,ne,1000153151,219644
Identifikátor adresy RSO (IDADR),30000067776,,1000153151,219644
Identifikátor adresy ISEO (PČD),2470875,,1000153151,219644
Identifikátor adresy RÚIAN,21942561,,1000153151,219644
Okres,40924,Praha,1000153169,684934
Městský obvod Prahy,43,Praha 4,1000153169,684934
Obec,554782,Praha,1000153169,684934
Část obce,490156,Nusle,1000153169,684934
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153169,684934
PSČ a adresní pošta,14000,Praha 4,1000153169,684934
Ulice,470791,Svatoslavova,1000153169,684934
Číslo domovní,213,číslo popisné,1000153169,684934
Číslo orientační,28,,1000153169,684934
Typ adresy,1,Hlavní adresa,1000153169,684934
Zadní vchod,0,ne,1000153169,684934
Identifikátor adresy RSO (IDADR),30000505820,,1000153169,684934
Identifikátor adresy ISEO (PČD),2470876,,1000153169,684934
Identifikátor adresy RÚIAN,21942579,,1000153169,684934
Okres,40924,Praha,1000153401,219665
Městský obvod Prahy,43,Praha 4,1000153401,219665
Obec,554782,Praha,1000153401,219665
Část obce,490156,Nusle,1000153401,219665
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153401,219665
PSČ a adresní pošta,14000,Praha 4,1000153401,219665
Ulice,470791,Svatoslavova,1000153401,219665
Číslo domovní,241,číslo popisné,1000153401,219665
Číslo orientační,26,,1000153401,219665
Typ adresy,1,Hlavní adresa,1000153401,219665
Zadní vchod,0,ne,1000153401,219665
Identifikátor adresy RSO (IDADR),30000508276,,1000153401,219665
Identifikátor adresy ISEO (PČD),2470852,,1000153401,219665
Identifikátor adresy RÚIAN,21942811,,1000153401,219665
Okres,40924,Praha,1000153762,219692
Městský obvod Prahy,43,Praha 4,1000153762,219692
Obec,554782,Praha,1000153762,219692
Část obce,490156,Nusle,1000153762,219692
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153762,219692
PSČ a adresní pošta,14000,Praha 4,1000153762,219692
Ulice,462799,Nuselská,1000153762,219692
Číslo domovní,298,číslo popisné,1000153762,219692
Číslo orientační,54,,1000153762,219692
Typ adresy,1,Hlavní adresa,1000153762,219692
Zadní vchod,0,ne,1000153762,219692
Identifikátor adresy RSO (IDADR),30000508501,,1000153762,219692
Identifikátor adresy ISEO (PČD),2470898,,1000153762,219692
Identifikátor adresy RÚIAN,21943184,,1000153762,219692
Okres,40924,Praha,1000153941,685099
Městský obvod Prahy,43,Praha 4,1000153941,685099
Obec,554782,Praha,1000153941,685099
Část obce,490156,Nusle,1000153941,685099
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153941,685099
PSČ a adresní pošta,14000,Praha 4,1000153941,685099
Ulice,462799,Nuselská,1000153941,685099
Číslo domovní,323,číslo popisné,1000153941,685099
Číslo orientační,52,,1000153941,685099
Typ adresy,1,Hlavní adresa,1000153941,685099
Zadní vchod,0,ne,1000153941,685099
Identifikátor adresy RSO (IDADR),30000508594,,1000153941,685099
Identifikátor adresy ISEO (PČD),2470973,,1000153941,685099
Identifikátor adresy RÚIAN,21943362,,1000153941,685099
Okres,40924,Praha,1000154050,219717
Městský obvod Prahy,43,Praha 4,1000154050,219717
Obec,554782,Praha,1000154050,219717
Část obce,490156,Nusle,1000154050,219717
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000154050,219717
PSČ a adresní pošta,14000,Praha 4,1000154050,219717
Ulice,462799,Nuselská,1000154050,219717
Číslo domovní,336,číslo popisné,1000154050,219717
Číslo orientační,56,,1000154050,219717
Typ adresy,1,Hlavní adresa,1000154050,219717
Zadní vchod,0,ne,1000154050,219717
Identifikátor adresy RSO (IDADR),30000508691,,1000154050,219717
Identifikátor adresy ISEO (PČD),2470985,,1000154050,219717
Identifikátor adresy RÚIAN,21943486,,1000154050,219717
Okres,40924,Praha,1000157750,220042
Městský obvod Prahy,43,Praha 4,1000157750,220042
Obec,554782,Praha,1000157750,220042
Část obce,490156,Nusle,1000157750,220042
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000157750,220042
PSČ a adresní pošta,14000,Praha 4,1000157750,220042
Ulice,470791,Svatoslavova,1000157750,220042
Číslo domovní,849,číslo popisné,1000157750,220042
Číslo orientační,24,,1000157750,220042
Typ adresy,1,Hlavní adresa,1000157750,220042
Zadní vchod,0,ne,1000157750,220042
Identifikátor adresy RSO (IDADR),30000332976,,1000157750,220042
Identifikátor adresy ISEO (PČD),2471467,,1000157750,220042
Identifikátor adresy RÚIAN,21947236,,1000157750,220042
Okres,40924,Praha,1000165108,220686
Městský obvod Prahy,43,Praha 4,1000165108,220686
Obec,554782,Praha,1000165108,220686
Část obce,490156,Nusle,1000165108,220686
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000165108,220686
PSČ a adresní pošta,14000,Praha 4,1000165108,220686
Ulice,470791,Svatoslavova,1000165108,220686
Číslo domovní,1680,číslo popisné,1000165108,220686
Číslo orientační,51,,1000165108,220686
Typ adresy,1,Hlavní adresa,1000165108,220686
Zadní vchod,0,ne,1000165108,220686
Identifikátor adresy RSO (IDADR),30000497461,,1000165108,220686
Identifikátor adresy ISEO (PČD),NA,,1000165108,220686
Identifikátor adresy RÚIAN,25133381,,1000165108,220686
Okres,40924,Praha,1000155951,219880
Městský obvod Prahy,43,Praha 4,1000155951,219880
Obec,554782,Praha,1000155951,219880
Část obce,490156,Nusle,1000155951,219880
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155951,219880
PSČ a adresní pošta,14000,Praha 4,1000155951,219880
Ulice,458155,Na květnici,1000155951,219880
Číslo domovní,643,číslo popisné,1000155951,219880
Číslo orientační,23,,1000155951,219880
Typ adresy,1,Hlavní adresa,1000155951,219880
Zadní vchod,0,ne,1000155951,219880
Identifikátor adresy RSO (IDADR),30000070149,,1000155951,219880
Identifikátor adresy ISEO (PČD),2471236,,1000155951,219880
Identifikátor adresy RÚIAN,21945403,,1000155951,219880
Okres,40924,Praha,1000155978,219882
Městský obvod Prahy,43,Praha 4,1000155978,219882
Obec,554782,Praha,1000155978,219882
Část obce,490156,Nusle,1000155978,219882
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155978,219882
PSČ a adresní pošta,14000,Praha 4,1000155978,219882
Ulice,482579,Svážná,1000155978,219882
Číslo domovní,645,číslo popisné,1000155978,219882
Číslo orientační,1,,1000155978,219882
Typ adresy,1,Hlavní adresa,1000155978,219882
Zadní vchod,0,ne,1000155978,219882
Identifikátor adresy RSO (IDADR),30000070165,,1000155978,219882
Identifikátor adresy ISEO (PČD),2471238,,1000155978,219882
Identifikátor adresy RÚIAN,21945420,,1000155978,219882
Okres,40924,Praha,1000155994,219884
Městský obvod Prahy,43,Praha 4,1000155994,219884
Obec,554782,Praha,1000155994,219884
Část obce,490156,Nusle,1000155994,219884
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155994,219884
PSČ a adresní pošta,14000,Praha 4,1000155994,219884
Ulice,458155,Na květnici,1000155994,219884
Číslo domovní,649,číslo popisné,1000155994,219884
Číslo orientační,27,,1000155994,219884
Typ adresy,1,Hlavní adresa,1000155994,219884
Zadní vchod,0,ne,1000155994,219884
Identifikátor adresy RSO (IDADR),30000514900,,1000155994,219884
Identifikátor adresy ISEO (PČD),2471241,,1000155994,219884
Identifikátor adresy RÚIAN,21945446,,1000155994,219884
Okres,40924,Praha,1000156001,219885
Městský obvod Prahy,43,Praha 4,1000156001,219885
Obec,554782,Praha,1000156001,219885
Část obce,490156,Nusle,1000156001,219885
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156001,219885
PSČ a adresní pošta,14000,Praha 4,1000156001,219885
Ulice,482579,Svážná,1000156001,219885
Číslo domovní,650,číslo popisné,1000156001,219885
Číslo orientační,3,,1000156001,219885
Typ adresy,1,Hlavní adresa,1000156001,219885
Zadní vchod,0,ne,1000156001,219885
Identifikátor adresy RSO (IDADR),30000514918,,1000156001,219885
Identifikátor adresy ISEO (PČD),2471242,,1000156001,219885
Identifikátor adresy RÚIAN,21945454,,1000156001,219885
Okres,40924,Praha,1000156010,219886
Městský obvod Prahy,43,Praha 4,1000156010,219886
Obec,554782,Praha,1000156010,219886
Část obce,490156,Nusle,1000156010,219886
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156010,219886
PSČ a adresní pošta,14000,Praha 4,1000156010,219886
Ulice,482579,Svážná,1000156010,219886
Číslo domovní,651,číslo popisné,1000156010,219886
Číslo orientační,5,,1000156010,219886
Typ adresy,1,Hlavní adresa,1000156010,219886
Zadní vchod,0,ne,1000156010,219886
Identifikátor adresy RSO (IDADR),30000514926,,1000156010,219886
Identifikátor adresy ISEO (PČD),2471243,,1000156010,219886
Identifikátor adresy RÚIAN,21945462,,1000156010,219886
Okres,40924,Praha,1000156028,219887
Městský obvod Prahy,43,Praha 4,1000156028,219887
Obec,554782,Praha,1000156028,219887
Část obce,490156,Nusle,1000156028,219887
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156028,219887
PSČ a adresní pošta,14000,Praha 4,1000156028,219887
Ulice,461156,Nad Nuslemi,1000156028,219887
Číslo domovní,652,číslo popisné,1000156028,219887
Číslo orientační,8,,1000156028,219887
Typ adresy,1,Hlavní adresa,1000156028,219887
Zadní vchod,0,ne,1000156028,219887
Identifikátor adresy RSO (IDADR),30000070173,,1000156028,219887
Identifikátor adresy ISEO (PČD),2471245,,1000156028,219887
Identifikátor adresy RÚIAN,22752412,,1000156028,219887
Okres,40924,Praha,1000156036,219888
Městský obvod Prahy,43,Praha 4,1000156036,219888
Obec,554782,Praha,1000156036,219888
Část obce,490156,Nusle,1000156036,219888
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156036,219888
PSČ a adresní pošta,14000,Praha 4,1000156036,219888
Ulice,482579,Svážná,1000156036,219888
Číslo domovní,653,číslo popisné,1000156036,219888
Číslo orientační,11,,1000156036,219888
Typ adresy,1,Hlavní adresa,1000156036,219888
Zadní vchod,0,ne,1000156036,219888
Identifikátor adresy RSO (IDADR),30000514934,,1000156036,219888
Identifikátor adresy ISEO (PČD),2471246,,1000156036,219888
Identifikátor adresy RÚIAN,21945489,,1000156036,219888
Okres,40924,Praha,1000156061,219891
Městský obvod Prahy,43,Praha 4,1000156061,219891
Obec,554782,Praha,1000156061,219891
Část obce,490156,Nusle,1000156061,219891
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156061,219891
PSČ a adresní pošta,14000,Praha 4,1000156061,219891
Ulice,482579,Svážná,1000156061,219891
Číslo domovní,657,číslo popisné,1000156061,219891
Číslo orientační,9,,1000156061,219891
Typ adresy,1,Hlavní adresa,1000156061,219891
Zadní vchod,0,ne,1000156061,219891
Identifikátor adresy RSO (IDADR),30000514951,,1000156061,219891
Identifikátor adresy ISEO (PČD),2471249,,1000156061,219891
Identifikátor adresy RÚIAN,21945519,,1000156061,219891
Okres,40924,Praha,1000156079,219892
Městský obvod Prahy,43,Praha 4,1000156079,219892
Obec,554782,Praha,1000156079,219892
Část obce,490156,Nusle,1000156079,219892
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156079,219892
PSČ a adresní pošta,14000,Praha 4,1000156079,219892
Ulice,482579,Svážná,1000156079,219892
Číslo domovní,658,číslo popisné,1000156079,219892
Číslo orientační,7,,1000156079,219892
Typ adresy,1,Hlavní adresa,1000156079,219892
Zadní vchod,0,ne,1000156079,219892
Identifikátor adresy RSO (IDADR),30000514969,,1000156079,219892
Identifikátor adresy ISEO (PČD),2471250,,1000156079,219892
Identifikátor adresy RÚIAN,21945527,,1000156079,219892
Okres,40924,Praha,1000156087,219893
Městský obvod Prahy,43,Praha 4,1000156087,219893
Obec,554782,Praha,1000156087,219893
Část obce,490156,Nusle,1000156087,219893
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156087,219893
PSČ a adresní pošta,14000,Praha 4,1000156087,219893
Ulice,461156,Nad Nuslemi,1000156087,219893
Číslo domovní,661,číslo popisné,1000156087,219893
Číslo orientační,4,,1000156087,219893
Typ adresy,1,Hlavní adresa,1000156087,219893
Zadní vchod,0,ne,1000156087,219893
Identifikátor adresy RSO (IDADR),30000514977,,1000156087,219893
Identifikátor adresy ISEO (PČD),2471252,,1000156087,219893
Identifikátor adresy RÚIAN,21945535,,1000156087,219893
Okres,40924,Praha,1000156095,219894
Městský obvod Prahy,43,Praha 4,1000156095,219894
Obec,554782,Praha,1000156095,219894
Část obce,490156,Nusle,1000156095,219894
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156095,219894
PSČ a adresní pošta,14000,Praha 4,1000156095,219894
Ulice,459861,Na Veselí,1000156095,219894
Číslo domovní,665,číslo popisné,1000156095,219894
Číslo orientační,54,,1000156095,219894
Typ adresy,1,Hlavní adresa,1000156095,219894
Zadní vchod,0,ne,1000156095,219894
Identifikátor adresy RSO (IDADR),30000514985,,1000156095,219894
Identifikátor adresy ISEO (PČD),2471254,,1000156095,219894
Identifikátor adresy RÚIAN,21945543,,1000156095,219894
Okres,40924,Praha,1000156109,219895
Městský obvod Prahy,43,Praha 4,1000156109,219895
Obec,554782,Praha,1000156109,219895
Část obce,490156,Nusle,1000156109,219895
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156109,219895
PSČ a adresní pošta,14000,Praha 4,1000156109,219895
Ulice,461156,Nad Nuslemi,1000156109,219895
Číslo domovní,666,číslo popisné,1000156109,219895
Číslo orientační,6,,1000156109,219895
Typ adresy,1,Hlavní adresa,1000156109,219895
Zadní vchod,0,ne,1000156109,219895
Identifikátor adresy RSO (IDADR),30000514993,,1000156109,219895
Identifikátor adresy ISEO (PČD),2471255,,1000156109,219895
Identifikátor adresy RÚIAN,21945551,,1000156109,219895
Okres,40924,Praha,1000156117,219896
Městský obvod Prahy,43,Praha 4,1000156117,219896
Obec,554782,Praha,1000156117,219896
Část obce,490156,Nusle,1000156117,219896
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000156117,219896
PSČ a adresní pošta,14000,Praha 4,1000156117,219896
Ulice,459861,Na Veselí,1000156117,219896
Číslo domovní,667,číslo popisné,1000156117,219896
